mirna_id,DO27767,DO27777,DO27779,DO27783,DO27789,DO27807,DO27809,DO27811,DO27813,DO27815,DO27827,DO27833,DO27851,DO27853,DO27855,DO27857
hsa-let-7a-1_gene,1502.5324466558,5999.621689418001,2524.4409655683,6734.793374486,7934.258988249,4232.3669986665,12860.4399468312,19713.8752763603,7288.1077575605,7366.209886889399,990.8538839473,1267.5941896938,322.9257971286,1638.7335179815,1187.4780345792,618.459352049
hsa-let-7a-1_mature3p,50.1886025075,15.2897297082,25.4026082796,82.69480013260001,11.8823334106,18.1076508936,31.822938543000003,22.2331161891,22.7650680234,98.5619616555,2.6096545072999997,3.5243996124,2.9233382849000003,5.0554613524,5.6567176461,9.7151635639
hsa-let-7a-1_mature5p,5599.735665605699,22542.864490904503,9468.9773957544,25246.738354352998,29822.9152693248,15896.9228934831,48333.0119314446,74124.3410385293,27384.8551047005,27609.7034167714,3724.1840973797,4763.5337617827,1210.8387629599001,6153.8168677477015,4460.416429149001,2316.1387690834
hsa-let-7a-1_moR3p,0.2155898674,1.3845909078,0.1187824102,1.1058164898,0.0,0.2988924342,0.487583328,0.0,0.0,1.0673761848999999,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-1_moR5p,0.3593164457,0.2307651513,0.1187824102,5.5290824489,0.0,1.643908388,0.0,1.8616245613,0.1873462557,2.1347523697999997,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-2_gene,1886.1153510824,7427.500115937901,3103.6536069453996,8365.8464839728,10432.4720216648,5363.4178220006,17082.10796931,24929.9349493445,9367.554490414499,9109.9580565389,1106.5425186992,1409.9666759064999,355.4885229917,1828.8384970548002,1324.2279385966,688.2920454128
hsa-let-7a-2_mature3p,1.1292802579999999,0.0,0.1244387155,1.621864185,0.0,0.0,0.5108015817,0.0,0.9813375301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-2_mature5p,6366.2823214636,25098.828464082402,10484.6150817564,28268.0010203087,35232.0258012652,18116.838514968,57697.0520681516,84211.51235444371,31645.839016038197,30785.4715918185,3736.1967927308,4766.6106185871995,1201.0943020101,6172.2733139548,4471.4203783694,2327.0826297289
hsa-let-7a-2_moR5p,3.0182581442000003,4.7306856017,1.1878241022,0.8846531918,8.2389060629,5.5295100323,5.8509999364,7.5794714281,3.1848863477,1.3342202311,0.0,0.0,0.3796543227000001,0.0,0.0,0.0
hsa-let-7a-3_gene,1628.8401204663,6738.3278766786,2742.9489089871,7296.9694632913,8594.8650272733,4588.7375656965005,13913.4214778932,21353.8434641277,7895.994613899,7966.8534764326005,1070.863981528,1373.5904927571,345.9779441454,1782.3218918688,1284.0567698780999,670.4078195733999
hsa-let-7a-3_mature3p,50.0700280804,16.3050963739,25.141286977100002,82.9380797604,12.849031722000001,18.7652142488,31.9570239582,23.4032801991,22.971148904699998,99.73607545889999,2.6096545072999997,3.5243996124,2.9233382849000003,5.9746361437,5.6567176461,9.7151635639
hsa-let-7a-3_mature5p,5609.936830603199,23394.644304935802,9505.3757200299,25268.5562892225,29852.990327901,15922.9644898515,48309.600192280996,74195.75819120019,27413.542871830698,27592.650811531294,3718.7990960153998,4767.7294756070005,1197.3158375602,6184.3101266986,4452.5073406468,2317.0341758635
hsa-let-7a-3_moR3p,0.0,0.0,0.3563472307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-3_moR5p,0.1437265783,0.0,0.5939120511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7b_gene,554.2406513853,662.3203740519999,585.0091646126999,0.0,1462.1655805488,847.6486157472998,2684.330055595,2737.928107212,1798.866609424,1021.9204948488001,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7b_mature3p,59.274665988,29.131353147800002,61.7423426599,0.0,76.8947129028,42.010992137399995,118.080298981,115.57691352280001,76.7405948541,101.1974278178,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7b_mature5p,2034.1850763424,2516.7393918649,2183.8164973867,0.0,5494.6057909307,3179.6580415523,10027.9076691076,10366.5619038145,6821.1136154989,3777.3850197510997,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7b_moR5p,0.0,0.0,0.5939120511,0.0,0.2197041617,0.0,0.243791664,0.0,0.3746925115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c_gene,125.7374653753,61.8925110542,278.5753300956,0.0,140.9554843015,42.3072037425,227.04376414860002,1369.2869189807,246.6183976558,119.9647242148,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c_mature3p,2.0121720961,0.0,0.9502592818000001,0.0,0.0,0.0,2.1941249762,3.1913563907999998,0.5620387672,0.8005321387000001,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c_mature5p,491.203033834,243.0110886654,1096.7323228965,0.0,550.1280612604,164.3960575552,883.0184376902,5382.8751769939,969.7250359978999,465.5268046889,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c_moR3p,0.0,0.0,0.3563472307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c_moR5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1967586465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
